date,open,high,low,close,volumefrom,volumeto,supply,market_cap,price_log_return,volumefrom_log_return,market_cap_log_return,volatility_5d,volatility_10d,volatility_30d,volatility_5d_log_return,volatility_10d_log_return,volatility_30d_log_return
2013-01-01,0.0,0.0,0.0,0.0,0.0,0.0,13609423.4969983,0.0,,,,,,,,,
2013-01-02,0.0,0.0,0.0,0.0,0.0,0.0,13634273.4969983,0.0,,,,,,,,,
2013-01-03,0.0,0.0,0.0,0.0,0.0,0.0,13657723.3969983,0.0,,,,,,,,,
2013-01-04,0.0,0.0,0.0,0.0,0.0,0.0,13681923.2969983,0.0,,,,,,,,,
2013-01-05,0.0,0.0,0.0,0.0,0.0,0.0,13699723.2969983,0.0,,,,,,,,,
2013-01-06,0.0,0.0,0.0,0.0,0.0,0.0,13722573.2969983,0.0,,,,,,,,,
2013-01-07,0.0,0.0,0.0,0.0,0.0,0.0,13755223.2969983,0.0,,,,,,,,,
2013-01-08,0.0,0.0,0.0,0.0,0.0,0.0,13786973.2969983,0.0,,,,,,,,,
2013-01-09,0.0,0.0,0.0,0.0,0.0,0.0,13818473.2969983,0.0,,,,,,,,,
2013-01-10,0.0,0.0,0.0,0.0,0.0,0.0,13842823.2969983,0.0,,,,,,,,,
2013-01-11,0.0,0.0,0.0,0.0,0.0,0.0,13864873.1969983,0.0,,,,,,,,,
2013-01-12,0.0,0.0,0.0,0.0,0.0,0.0,13888073.1969983,0.0,,,,,,,,,
2013-01-13,0.0,0.0,0.0,0.0,0.0,0.0,13911323.1969983,0.0,,,,,,,,,
2013-01-14,0.0,0.0,0.0,0.0,0.0,0.0,13945773.0969983,0.0,,,,,,,,,
2013-01-15,0.0,0.0,0.0,0.0,0.0,0.0,13978873.0969983,0.0,,,,,,,,,
2013-01-16,0.0,0.0,0.0,0.0,0.0,0.0,14011672.9969983,0.0,,,,,,,,,
2013-01-17,0.0,0.0,0.0,0.0,0.0,0.0,14035872.9969983,0.0,,,,,,,,,
2013-01-18,0.0,0.0,0.0,0.0,0.0,0.0,14057472.9969983,0.0,,,,,,,,,
2013-01-19,0.0,0.0,0.0,0.0,0.0,0.0,14075672.8969983,0.0,,,,,,,,,
2013-01-20,0.0,0.0,0.0,0.0,0.0,0.0,14095322.7969983,0.0,,,,,,,,,
2013-01-21,0.0,0.0,0.0,0.0,0.0,0.0,14115772.7969983,0.0,,,,,,,,,
2013-01-22,0.0,0.0,0.0,0.0,0.0,0.0,14146922.6969983,0.0,,,,,,,,,
2013-01-23,0.0,0.0,0.0,0.0,0.0,0.0,14178722.4969983,0.0,,,,,,,,,
2013-01-24,0.0,0.0,0.0,0.0,0.0,0.0,14206522.2969983,0.0,,,,,,,,,
2013-01-25,0.0,0.0,0.0,0.0,0.0,0.0,14236422.1969983,0.0,,,,,,,,,
2013-01-26,0.0,0.0,0.0,0.0,0.0,0.0,14263522.1969983,0.0,,,,,,,,,
2013-01-27,0.0,0.0,0.0,0.0,0.0,0.0,14291971.9969983,0.0,,,,,,,,,
2013-01-28,0.0,0.0,0.0,0.0,0.0,0.0,14318921.8969983,0.0,,,,,,,,,
2013-01-29,0.0,0.0,0.0,0.0,0.0,0.0,14346371.8969983,0.0,,,,,,,,,
2013-01-30,0.0,0.0,0.0,0.0,0.0,0.0,14372871.7969983,0.0,,,,,,,,,
2013-01-31,0.0,0.0,0.0,0.0,0.0,0.0,14400571.6969983,0.0,,,,,,,,,
2013-02-01,0.0,0.0,0.0,0.0,0.0,0.0,14428621.6969983,0.0,,,,,,,,,
2013-02-02,0.0,0.0,0.0,0.0,0.0,0.0,14460221.6969983,0.0,,,,,,,,,
2013-02-03,0.0,0.0,0.0,0.0,0.0,0.0,14490121.6969983,0.0,,,,,,,,,
2013-02-04,0.0,0.0,0.0,0.0,0.0,0.0,14521821.6969983,0.0,,,,,,,,,
