date,open,high,low,close,volumefrom,volumeto,supply,market_cap
2021-03-14,61179.79,61674.66,58980.95,58998.89,34886.85,2105197604.06,18654087.0,1100570426963.43
2021-03-15,58998.89,60589.17,54857.68,55665.01,75161.15,4297382088.92,18655012.0,1038431429530.12
2021-03-16,55665.01,56936.04,53269.13,56925.01,62540.93,3441195999.4,18655943.0,1061989741834.43
2021-03-17,56925.01,58975.28,54156.11,58909.0,62035.71,3493543493.16,18656793.0,1099053018837.0
2021-03-18,58909.0,60077.79,57022.2,57643.32,54289.71,3178687259.25,18657743.0,1075494250226.76
2021-03-19,57643.32,59453.32,56283.37,58060.21,41182.41,2397999967.37,18658668.0,1083326182400.28
2021-03-20,58060.21,59911.7,57837.79,58101.34,28696.46,1687922804.56,18659631.0,1084149565005.5399
2021-03-21,58101.34,58621.34,55635.61,57374.95,34236.52,1958214099.07,18660606.0,1070651336219.7
2021-03-22,57374.95,58431.44,53795.78,54095.36,51098.9,2865346861.49,18661568.0,1009504239124.48
2021-03-23,54095.36,55836.27,52984.36,54355.45,44780.24,2444787014.61,18662556.0,1014411629530.2
2021-03-24,54355.45,57202.53,51685.15,52303.02,62596.16,3420695083.54,18663506.0,976157727588.12
2021-03-25,52303.02,53199.52,50406.31,51336.09,69776.36,3617760373.16,18664468.0,958160809050.12
2021-03-26,51336.09,55083.9,51275.54,55055.43,46165.63,2461374478.26,18665318.0,1027627108576.74
2021-03-27,55055.43,56606.78,53991.0,55863.73,27392.29,1514783182.02,18666312.0,1042769813663.76
2021-03-28,55863.73,56561.55,54717.97,55781.01,24145.77,1345583216.95,18667306.0,1041281182659.06
2021-03-29,55781.01,58413.9,54910.57,57626.1,51547.9,2950020309.68,18668250.0,1075778441325.0
2021-03-30,57626.1,59402.27,57055.21,58781.54,35315.45,2064647135.86,18669162.0,1097402092869.48
2021-03-31,58781.54,59818.5,56918.81,58793.8,46494.48,2727194335.71,18670150.0,1097689065070.0
2021-04-01,58793.8,59469.45,57949.11,58730.82,28027.66,1648724834.05,18671056.0,1096566429145.92
2021-04-02,58730.82,60061.51,58458.46,58987.8,29748.03,1765524921.41,18671931.0,1101416131441.8
2021-04-03,58987.8,59770.87,56958.04,57074.97,25104.9,1470430519.81,18672743.0,1065746246542.71
2021-04-04,57074.97,58493.73,56493.38,58219.43,19002.99,1093079652.2,18673668.0,1087170306969.24
2021-04-05,58219.43,59235.68,56833.44,59119.56,24696.26,1439529332.47,18674631.0,1104035967882.3599
2021-04-06,59119.56,59464.31,57369.44,58010.35,26304.15,1535666142.46,18675531.0,1083374089745.85
2021-04-07,58010.35,58628.19,55467.58,55951.98,50347.59,2855410824.81,18676512.0,1044987825893.76
2021-04-08,55951.98,58150.23,55711.07,58084.46,25461.84,1458096433.7,18677306.0,1084861233264.76
2021-04-09,58084.46,58881.94,57694.22,58106.85,21314.29,1241735091.75,18678306.0,1085337524996.1
2021-04-10,58106.85,61193.5,57885.43,59784.8,38726.18,2322058695.22,18679200.0,1116732236160.0
2021-04-11,59784.8,60673.37,59218.25,59980.45,20365.62,1218894531.01,18680187.0,1120446022344.15
2021-04-12,59980.45,61233.29,59421.37,59845.76,31804.9,1913098388.79,18681093.0,1117984208215.68
2021-04-13,59845.76,63682.32,59811.31,63558.48,52964.84,3299086696.94,18681975.0,1187397934398.0
2021-04-14,63558.48,64859.81,61312.98,62964.27,64272.96,4066819695.96,18682818.0,1176349996912.8599
2021-04-15,62964.27,63826.89,62038.33,63233.03,34089.46,2146219571.03,18683900.0,1181439609217.0
2021-04-16,63233.03,63567.11,60048.13,61416.41,57540.3,3544777400.64,18684537.0,1147537185052.1702
2021-04-17,61416.41,62541.21,59712.92,60056.07,34261.66,2093039585.66,18685106.0,1122154033893.42
2021-04-18,60056.07,60393.33,52785.1,56246.82,112545.94,6264051811.58,18685881.0,1051021385148.42
2021-04-19,56246.82,57590.64,54291.08,55680.11,48650.49,2732647682.18,18686487.0,1040465651673.5701
2021-04-20,55680.11,57101.05,53429.73,56496.06,55866.75,3091319805.6,18687287.0,1055758087589.22
2021-04-21,56496.06,56801.94,53640.81,53803.25,41813.35,2312255459.33,18687918.0,1005470724133.5
2021-04-22,53803.25,55458.61,50519.78,51717.61,84222.11,4488994737.96,18688825.0,966541362708.25
2021-04-23,51717.61,52112.75,47495.24,51178.03,105510.21,5241192198.03,18689656.0,956499775457.6799
2021-04-24,51178.03,51223.86,48769.48,50115.99,33894.94,1695108976.06,18690562.0,936696018286.38
2021-04-25,50115.99,50576.4,47073.07,49120.97,44241.37,2176241676.28,18691543.0,918146722956.71
2021-04-26,49120.97,54389.71,48843.41,54062.29,61603.5,3254396664.97,18692175.0,1010541785580.75
2021-04-27,54062.29,55490.94,53357.59,55073.48,40602.56,2220077233.11,18693043.0,1029490929799.64
2021-04-28,55073.48,56461.55,53886.63,54877.94,42647.15,2339383717.48,18693931.0,1025884423782.14
2021-04-29,54877.94,55217.24,52399.42,53581.58,43948.76,2359198137.55,18694693.0,1001691188554.9401
2021-04-30,53581.58,57984.34,53089.93,57757.97,48771.0,2719315702.2,18695600.0,1079819903932.0
2021-05-01,57757.97,58498.65,57057.4,57843.16,26146.3,1511783659.93,18696468.0,1081462789958.88
2021-05-02,57843.16,57934.82,56092.72,56623.51,21671.56,1230710822.31,18697631.0,1058725495904.81
2021-05-03,56623.51,58963.84,56531.6,57195.07,41015.04,2371465902.34,18698731.0,1069475228456.17
2021-05-04,57195.07,57226.81,53108.04,53244.07,64556.47,3556756117.3,18699756.0,995651117446.92
2021-05-05,53244.07,57944.11,52978.89,57506.88,56998.25,3200062630.96,18700850.0,1075427536848.0
2021-05-06,57506.88,58392.76,55299.4,56441.94,50632.92,2878647496.02,18701912.0,1055572194989.28
2021-05-07,56441.94,58695.29,55311.16,57374.33,42812.69,2439662460.45,18702987.0,1073071348123.7101
2021-05-08,57374.33,59521.69,56985.44,58943.13,37728.82,2211507566.18,18704050.0,1102475250676.5
2021-05-09,58943.13,59276.99,56350.98,58294.18,45716.87,2645394205.33,18705212.0,1090404995266.16
2021-05-10,58294.18,59587.03,54239.16,55870.01,71168.05,4067497161.41,18706343.0,1045123570473.43
2021-05-11,55870.01,56928.37,54490.38,56747.52,42949.94,2395231325.24,18707500.0,1061604230400.0
2021-05-12,56747.52,58005.44,49182.89,49504.08,74345.74,4035173480.67,18708593.0,926151684559.4401
2021-05-13,49504.08,51377.99,47029.73,49700.6,119769.29,5919941739.84,18709568.0,929876755340.7999
2021-05-14,49700.6,51554.66,48910.06,49887.96,42891.66,2156016499.66,18710418.0,933424584767.28
2021-05-15,49887.96,50710.05,46606.18,46775.29,53332.47,2591003797.63,18711112.0,875217690022.48
2021-05-16,46775.29,49808.83,43918.69,46490.71,79337.9,3693969204.75,18711925.0,869930678716.75
2021-05-17,46490.71,46665.19,42130.83,43552.14,134127.17,5896147491.21,18712725.0,814979218981.5
2021-05-18,43552.14,45819.36,42309.39,42886.02,71930.7,3159184422.64,18713306.0,802539215382.12
2021-05-19,42886.02,43564.34,29925.2,36771.87,290986.06,11120220854.77,18713700.0,688137743619.0
2021-05-20,36771.87,42520.03,35009.25,40597.4,139648.53,5531454912.79,18713700.0,759727564380.0
2021-05-21,40597.4,42252.07,33552.8,37350.39,120589.87,4573692788.95,18713700.0,698963993343.0
2021-05-22,37350.39,38841.92,35287.71,37491.5,74964.98,2808008188.27,18713700.0,701604683550.0
2021-05-23,37491.5,38304.55,31157.18,34716.84,131584.71,4494413873.1,18713700.0,649680528707.9999
2021-05-24,34716.84,39945.35,34467.32,38837.76,106765.14,3981461441.04,18713700.0,726798189312.0
2021-05-25,38837.76,39842.9,36509.09,38387.36,66530.67,2529569055.97,18718500.0,718553798160.0
2021-05-26,38387.36,40854.81,37855.81,39295.08,66483.59,2607759779.42,18719212.0,735572933076.9601
2021-05-27,39295.08,40408.95,37211.84,38538.84,46474.62,1804036815.09,18719993.0,721446815028.12
2021-05-28,38538.84,38879.6,34733.76,35680.92,85345.66,3104364367.82,18720737.0,667973119238.0399
2021-05-29,35680.92,37307.1,33666.06,34611.58,60616.25,2127790128.94,18721468.0,647979587399.4401
2021-05-30,34611.58,36481.62,33400.65,35662.59,37522.16,1325408340.1,18722362.0,667687919837.58
2021-05-31,35662.59,37512.8,34202.86,37290.83,50306.62,1821662523.97,18723243.0,698205271761.6901
2021-06-01,37290.83,37910.19,35733.52,36683.51,44444.78,1626268789.21,18724200.0,686869377942.0
2021-06-02,36683.51,38225.18,35935.34,37576.98,39948.44,1494571249.19,18725168.0,703635263432.64
2021-06-03,37576.98,39482.46,37199.92,39229.66,41098.93,1586641442.02,18726087.0,734618026140.42
2021-06-04,39229.66,39273.49,35617.03,36861.5,49661.48,1837944242.33,18726912.0,690302066688.0
2021-06-05,36861.5,37911.76,34846.16,35538.4,39864.17,1444088532.56,18727725.0,665553382140.0
2021-06-06,35538.4,36453.81,35264.34,35798.57,27469.69,986275148.28,18728662.0,670459317613.34
2021-06-07,35798.57,36790.39,33367.12,33582.86,52209.55,1850311020.63,18729550.0,628991855513.0
2021-06-08,33582.86,34061.09,31034.35,33409.38,88483.79,2890313261.68,18730431.0,625772086842.7799
2021-06-09,33409.38,37528.42,32435.18,37391.58,92280.57,3249553573.38,18731243.0,700390771133.9401
2021-06-10,37391.58,38387.2,35821.05,36680.78,63052.49,2338112083.52,18731987.0,687103894109.86
2021-06-11,36680.78,37665.85,35981.84,37339.98,43119.67,1596038876.7,18732675.0,699477709846.5
2021-06-12,37339.98,37445.32,34655.21,35541.78,40619.14,1450138289.51,18733431.0,665819483247.1799
2021-06-13,35541.78,39374.68,34802.24,39017.37,46353.98,1727291768.5,18734256.0,730961398026.7201
2021-06-14,39017.37,41025.42,38755.79,40526.63,68729.09,2740589573.6,18735168.0,759273221523.84
2021-06-15,40526.63,41307.06,39526.69,40161.86,48248.1,1943860792.12,18735925.0,752469596820.5
2021-06-16,40161.86,40487.98,38122.04,38345.41,48107.62,1883613058.48,18736731.0,718467632254.7101
2021-06-17,38345.41,39537.42,37386.57,38082.3,41591.09,1599770630.8,18737500.0,713567096250.0
2021-06-18,38082.3,38201.23,35158.89,35830.29,60242.99,2207651943.63,18738275.0,671397827349.75
2021-06-19,35830.29,36443.26,34863.17,35515.38,44782.25,1601193146.33,18738918.0,665519793558.84
2021-06-20,35515.38,36139.95,33377.82,35602.26,56525.29,1964614466.35,18739581.0,667171435053.06
2021-06-21,35602.26,35760.61,31284.7,31652.62,111039.05,3650731161.39,18740231.0,593177410555.22
2021-06-22,31652.62,33312.87,28908.07,32537.58,129940.61,4060734244.07,18740850.0,609781906143.0
2021-06-23,32537.58,34831.93,31790.02,33678.64,60338.69,2037061709.14,18741381.0,631184223801.84
2021-06-24,33678.64,35267.23,32340.83,34649.84,38755.56,1311147481.02,18742168.0,649413122453.12
2021-06-25,34649.84,35494.5,31290.25,31593.86,91636.1,3027434524.39,18742725.0,592155029668.5
2021-06-26,31593.86,32680.58,30190.9,32307.35,58331.1,1826363014.48,18743331.0,605547354782.85
2021-06-27,32307.35,34754.5,32031.15,34713.81,60403.96,2002954688.79,18743737.0,650666524907.97
2021-06-28,34713.81,35292.57,33890.86,34487.11,41259.21,1424168416.33,18744243.0,646434770207.73
2021-06-29,34487.11,36624.75,34243.82,35901.41,44215.51,1578253520.29,18744868.0,672967191463.88
2021-06-30,35901.41,36090.37,34062.04,35056.39,39796.96,1388243727.19,18745356.0,657144510624.84
2021-07-01,35056.39,35065.41,32757.33,33543.11,36889.93,1238732543.23,18746025.0,628799978637.75
2021-07-02,33543.11,33968.47,32715.18,33804.54,33082.4,1102040372.36,18746518.0,633717417591.72
2021-07-03,33804.54,34944.91,33333.05,34682.84,17319.23,595117204.83,18747312.0,650210022526.08
2021-07-04,34682.84,35945.36,34390.95,35287.97,15950.93,563891553.21,18748037.0,661580167214.89
2021-07-05,35287.97,35290.8,33151.51,33702.79,31526.39,1072690410.4,18748868.0,631889160941.72
2021-07-06,33702.79,35096.65,33558.75,34237.66,32844.8,1123145329.6,18749687.0,641945408612.42
2021-07-07,34237.66,35066.82,33807.42,33880.79,21784.2,752074468.65,18750512.0,635282159464.48
2021-07-08,33880.79,33934.31,32108.68,32874.01,47884.76,1573967671.27,18751381.0,616433086507.81
2021-07-09,32874.01,34076.49,32274.31,33804.2,25677.95,853165387.13,18752200.0,633903119240.0
2021-07-10,33804.2,34253.5,33030.16,33515.13,19345.51,651899496.99,18753206.0,628516137006.7799
2021-07-11,33515.13,34595.69,33335.4,34249.3,15724.2,533337900.01,18753931.0,642309008998.3
2021-07-12,34249.3,34658.46,32660.38,33088.51,31074.01,1039311244.06,18754700.0,620565078497.0
2021-07-13,33088.51,33335.54,32206.14,32737.47,25562.97,837278173.94,18755525.0,614008437021.75
2021-07-14,32737.47,33099.2,31601.99,32820.5,27262.01,883070516.73,18756581.0,615600366710.5
2021-07-15,32820.5,33188.54,31133.75,31867.46,33647.48,1073939852.55,18757487.0,597753466673.02
2021-07-16,31867.46,32256.94,31046.14,31401.76,25602.04,812765644.4,18758425.0,589047559828.0
2021-07-17,31401.76,31966.25,31194.16,31546.64,27922.98,881285396.92,18759318.0,591793451591.52
2021-07-18,31546.64,32446.17,31131.67,31806.3,25079.04,796652696.45,18760162.0,596691340620.6
2021-07-19,31806.3,31907.17,30487.11,30847.55,38060.99,1179342118.61,18761318.0,578740695070.9
2021-07-20,30847.55,31063.88,29320.09,29795.55,43333.42,1291958152.32,18762106.0,559027267428.2999
2021-07-21,29795.55,32814.13,29513.88,32139.48,48925.57,1538668590.41,18762950.0,603031456266.0
2021-07-22,32139.48,32604.4,31738.48,32299.47,24409.69,785311959.3,18763918.0,606064606523.46
2021-07-23,32299.47,33637.93,32012.62,33637.92,23478.17,765209760.41,18764756.0,631207361147.52
2021-07-24,33637.92,34519.75,33429.09,34282.56,20217.05,686017155.75,18765718.0,643336853278.08
2021-07-25,34282.56,35382.63,33892.36,35369.93,22685.72,781929775.48,18766687.0,663776405521.91
2021-07-26,35369.93,40553.85,35270.24,37269.52,100269.43,3840983132.28,18767606.0,699459667169.12
2021-07-27,37269.52,39535.5,36422.45,39496.69,58179.65,2197490232.78,18768675.0,741300538185.75
2021-07-28,39496.69,40906.09,38809.89,40030.01,66747.14,2662886395.8,18769712.0,751351759057.12
2021-07-29,40030.01,40633.62,39281.83,40030.52,31540.85,1257968294.92,18770650.0,751398880238.0
2021-07-30,40030.52,42301.76,38346.18,42231.83,42436.67,1698014609.78,18771687.0,792762694197.2101
2021-07-31,42231.83,42373.59,41065.61,41474.72,25355.65,1056705603.97,18772800.0,778596623616.0
2021-08-01,41474.72,42584.65,39471.54,39870.76,33625.25,1385907257.88,18773637.0,748519175154.12
2021-08-02,39870.76,40446.6,38698.01,39158.53,33109.34,1308894644.03,18774537.0,735183270350.61
2021-08-03,39158.53,39779.45,37679.22,38189.3,38225.1,1466921591.54,18775668.0,717029617952.4
2021-08-04,38189.3,39961.11,37526.24,39738.56,34035.77,1318983897.48,18776362.0,746145587918.72
2021-08-05,39738.56,41409.14,37330.04,40888.18,59748.14,2357831521.97,18777437.0,767775223994.66
2021-08-06,40888.18,43363.62,39895.05,42852.18,48254.57,2009167763.65,18778612.0,804704461574.16
2021-08-07,42852.18,44731.51,42473.57,44617.96,50446.88,2199730007.61,18779512.0,837903515235.52
2021-08-08,44617.96,45310.33,43300.59,43827.75,39433.62,1745878741.47,18780462.0,823105393420.5
2021-08-09,43827.75,46476.01,42818.07,46292.61,49016.22,2219734084.88,18781412.0,869440580965.3201
2021-08-10,46292.61,46707.56,44663.2,45601.03,35319.34,1609844198.85,18782443.0,856498746716.29
2021-08-11,45601.03,46763.89,45360.51,45556.69,30818.26,1421598811.69,18783375.0,855708392028.75
2021-08-12,45556.69,46214.21,43786.4,44425.52,35460.2,1588850342.27,18784306.0,834502561889.12
2021-08-13,44425.52,47890.79,44260.38,47832.93,34442.64,1595718853.28,18785193.0,898550821805.49
2021-08-14,47832.93,48136.25,46049.28,47102.03,23828.49,1120499538.82,18786218.0,884869003822.54
2021-08-15,47102.03,47390.93,45595.22,47015.94,18032.86,836663894.85,18787362.0,883305484550.28
2021-08-16,47015.94,48064.42,45681.1,45927.4,28459.99,1332377363.69,18788362.0,862900616918.8
2021-08-17,45927.4,47100.97,44438.79,44684.43,37125.87,1700658063.3,18789531.0,839599482702.33
2021-08-18,44684.43,46024.97,44240.9,44714.54,30513.78,1377529230.43,18790287.0,840199039672.98
2021-08-19,44714.54,47044.06,43982.21,46761.49,33300.5,1511027965.43,18791325.0,878710356074.25
2021-08-20,46761.49,49377.5,46652.0,49336.45,36326.2,1742574002.38,18792318.0,927146257391.1
2021-08-21,49336.45,49809.82,48330.03,48867.87,22928.52,1125508731.91,18793312.0,918389127685.4401
2021-08-22,48867.87,49512.19,48119.98,49289.71,16835.81,822323898.98,18794331.0,926367124634.01
2021-08-23,49289.71,50513.83,49048.25,49521.06,30374.33,1515250474.77,18795562.0,930776153535.72
2021-08-24,49521.06,49859.97,47580.66,47690.54,28718.08,1399185980.56,18796525.0,896416427373.5
2021-08-25,47690.54,49257.74,47135.07,48996.44,25061.09,1208134772.96,18797593.0,921015137568.92
2021-08-26,48996.44,49358.2,46456.68,46852.22,34276.36,1618461768.41,18798443.0,880748787093.46
2021-08-27,46852.22,49166.31,46376.81,49088.1,27872.76,1331637984.84,18799356.0,922824667263.6
2021-08-28,49088.1,49306.47,48386.9,48918.9,12815.36,626553869.3,18800231.0,919686620265.9
2021-08-29,48918.9,49653.49,47841.49,48794.26,18983.79,924625515.76,18801156.0,917388494164.56
2021-08-30,48794.26,48878.11,46872.47,46993.31,29046.26,1392617744.31,18802118.0,883573759830.58
2021-08-31,46993.31,48252.74,46713.72,47159.26,29947.56,1418199668.83,18802887.0,886730236783.62
2021-09-01,47159.26,49062.05,46544.74,48840.01,31823.8,1520961266.36,18803806.0,918378073078.06
2021-09-02,48840.01,50374.89,48632.7,49280.77,32516.15,1615790894.94,18804800.0,926715023696.0
2021-09-03,49280.77,51056.15,48362.56,50019.51,38496.86,1926045807.12,18805662.0,940649998465.62
2021-09-04,50019.51,50549.35,49501.12,49935.29,16795.12,839888927.54,18806718.0,939118917278.22
2021-09-05,49935.29,51890.18,49499.28,51784.16,21382.07,1084416553.08,18807656.0,973938667528.9601
2021-09-06,51784.16,52766.16,51035.68,52693.32,25623.3,1328373298.0,18808731.0,991094481376.92
2021-09-07,52693.32,52919.24,43904.42,46856.31,83874.09,4055873734.71,18809700.0,881353134207.0
2021-09-08,46856.31,47362.35,44475.76,46073.45,45638.83,2105187289.07,18810518.0,866665460547.1
2021-09-09,46073.45,47335.29,45572.3,46392.85,32273.7,1499767099.51,18811443.0,872716453382.5499
2021-09-10,46392.85,47026.67,44198.27,44853.1,35701.24,1631276774.64,18812281.0,843789120921.1
2021-09-11,44853.1,45987.63,44741.98,45166.12,14599.26,662298068.85,18813206.0,849719519780.7201
2021-09-12,45166.12,46403.5,44765.82,46049.72,16366.41,747181260.09,18814125.0,866385188295.0
2021-09-13,46049.72,46821.84,43511.3,44958.56,42623.67,1909473369.72,18815281.0,845907939755.36
2021-09-14,44958.56,47263.56,44776.37,47129.01,26751.25,1237183544.6,18816175.0,886787699736.75
2021-09-15,47129.01,48457.3,46725.15,48148.45,26904.97,1282942628.56,18817150.0,906016605917.5
2021-09-16,48148.45,48498.51,47050.55,47764.47,25702.33,1229076140.65,18817912.0,898827593186.64
2021-09-17,47764.47,48172.36,46770.31,47297.98,18941.92,899242093.44,18818825.0,890092408473.5
2021-09-18,47297.98,48808.0,47066.47,48312.46,15782.18,761079785.11,18819793.0,909230496520.78
2021-09-19,48312.46,48376.3,46864.5,47251.76,14044.93,668723282.36,18820793.0,889315593845.68
2021-09-20,47251.76,47340.49,42552.63,42925.46,64374.41,2849781014.82,18821825.0,807935496164.5
2021-09-21,42925.46,43625.93,39767.17,40709.59,70924.75,2972565920.07,18822681.0,766263626210.7899
2021-09-22,40709.59,44012.22,40589.07,43576.15,42391.1,1807576533.35,18823356.0,820249384559.4
2021-09-23,43576.15,44994.17,43108.42,44893.87,34506.88,1522818255.74,18824531.0,845106047524.9701
