date,dogecoin
2023-07-01,31
2023-07-02,30
2023-07-03,31
2023-07-04,32
2023-07-05,29
2023-07-06,27
2023-07-07,29
2023-07-08,25
2023-07-09,26
2023-07-10,28
2023-07-11,26
2023-07-12,25
2023-07-13,32
2023-07-14,37
2023-07-15,37
2023-07-16,33
2023-07-17,31
2023-07-18,30
2023-07-19,34
2023-07-20,35
2023-07-21,38
2023-07-22,31
2023-07-23,34
2023-07-24,56
2023-07-25,74
2023-07-26,60
2023-07-27,46
2023-07-28,42
2023-07-29,44
2023-07-30,41
2023-07-31,38
2023-08-01,35
2023-08-02,37
2023-08-03,34
2023-08-04,32
2023-08-05,39
2023-08-06,34
2023-08-07,33
2023-08-08,31
2023-08-09,30
2023-08-10,33
2023-08-11,30
2023-08-12,32
2023-08-13,29
2023-08-14,30
2023-08-15,30
2023-08-16,32
2023-08-17,34
2023-08-18,35
2023-08-19,36
2023-08-20,36
2023-08-21,34
2023-08-22,30
2023-08-23,32
2023-08-24,30
2023-08-25,27
2023-08-26,24
2023-08-27,25
2023-08-28,25
2023-08-29,30
2023-08-30,28
2023-08-31,27
2023-09-01,26
2023-09-02,23
2023-09-03,27
2023-09-04,24
2023-09-05,28
2023-09-06,27
2023-09-07,25
2023-09-08,22
2023-09-09,22
2023-09-10,22
2023-09-11,23
2023-09-12,24
2023-09-13,23
2023-09-14,23
2023-09-15,23
2023-09-16,22
2023-09-17,22
2023-09-18,22
2023-09-19,22
2023-09-20,23
2023-09-21,22
2023-09-22,22
2023-09-23,21
2023-09-24,19
2023-09-25,21
2023-09-26,21
2023-09-27,21
2023-09-28,22
2023-09-29,22
2023-09-30,19
2023-10-01,20
2023-10-02,25
2023-10-03,20
2023-10-04,21
2023-10-05,18
2023-10-06,21
2023-10-07,20
2023-10-08,17
2023-10-09,22
2023-10-10,20
2023-10-11,20
2023-10-12,21
2023-10-13,20
2023-10-14,21
2023-10-15,20
2023-10-16,23
2023-10-17,21
2023-10-18,21
2023-10-19,20
2023-10-20,23
2023-10-21,22
2023-10-22,22
2023-10-23,35
2023-10-24,47
2023-10-25,34
2023-10-26,46
2023-10-27,33
2023-10-28,30
2023-10-29,29
2023-10-30,35
2023-10-31,32
2023-11-01,30
2023-11-02,30
2023-11-03,30
2023-11-04,25
2023-11-05,31
2023-11-06,41
2023-11-07,35
2023-11-08,34
2023-11-09,44
2023-11-10,38
2023-11-11,48
2023-11-12,38
2023-11-13,34
2023-11-14,33
2023-11-15,33
2023-11-16,42
2023-11-17,50
2023-11-18,48
2023-11-19,37
2023-11-20,39
2023-11-21,35
2023-11-22,36
2023-11-23,30
2023-11-24,31
2023-11-25,36
2023-11-26,30
2023-11-27,34
2023-11-28,35
2023-11-29,33
2023-11-30,36
2023-12-01,38
2023-12-02,38
2023-12-03,38
2023-12-04,62
2023-12-05,66
2023-12-06,100
2023-12-07,66
2023-12-08,74
2023-12-09,62
2023-12-10,54
2023-12-11,53
2023-12-12,47
2023-12-13,46
2023-12-14,46
2023-12-15,42
2023-12-16,39
2023-12-17,38
2023-12-18,37
2023-12-19,38
2023-12-20,40
2023-12-21,40
2023-12-22,39
2023-12-23,39
2023-12-24,43
2023-12-25,41
2023-12-26,40
2023-12-27,39
2023-12-28,39
2023-12-29,35
2023-12-30,33
2023-12-31,29
