date,open,high,low,close,volumefrom,volumeto,supply,market_cap,price_log_return,volumefrom_log_return,market_cap_log_return,volatility_5d,volatility_10d,volatility_30d,volatility_5d_log_return,volatility_10d_log_return,volatility_30d_log_return
2014-01-01,0.0,0.0,0.0,0.0,0.0,0.0,18957229719.9988,0.0,,,,,,,,,
2014-01-02,0.0,0.0,0.0,0.0,0.0,0.0,19648274600.9988,0.0,,,,,,,,,
2014-01-03,0.0,0.0,0.0,0.0,0.0,0.0,20347703019.9988,0.0,,,,,,,,,
2014-01-04,0.0,0.0,0.0,0.0,0.0,0.0,21026366594.9989,0.0,,,,,,,,,
2014-01-05,0.0,0.0,0.0,0.0,0.0,0.0,21733425271.9989,0.0,,,,,,,,,
2014-01-06,0.0,0.0,0.0,0.0,0.0,0.0,22437624497.9988,0.0,,,,,,,,,
2014-01-07,0.0,0.0,0.0,0.0,0.0,0.0,23149133498.9988,0.0,,,,,,,,,
2014-01-08,0.0,0.0,0.0,0.0,0.0,0.0,23833895511.9988,0.0,,,,,,,,,
2014-01-09,0.0,0.0,0.0,0.0,0.0,0.0,24577870150.9988,0.0,,,,,,,,,
2014-01-10,0.0,0.0,0.0,0.0,0.0,0.0,25281174296.9987,0.0,,,,,,,,,
2014-01-11,0.0,0.0,0.0,0.0,0.0,0.0,25991481553.9987,0.0,,,,,,,,,
2014-01-12,0.0,0.0,0.0,0.0,0.0,0.0,26668886791.9987,0.0,,,,,,,,,
2014-01-13,0.0,0.0,0.0,0.0,0.0,0.0,27385626417.9987,0.0,,,,,,,,,
2014-01-14,0.0,0.0,0.0,0.0,0.0,0.0,28119777000.9987,0.0,,,,,,,,,
2014-01-15,0.0,0.0,0.0,0.0,0.0,0.0,28875874987.9987,0.0,,,,,,,,,
2014-01-16,0.0,0.0,0.0,0.0,0.0,0.0,29580173644.9986,0.0,,,,,,,,,
2014-01-17,0.0,0.0,0.0,0.0,0.0,0.0,30339947826.9986,0.0,,,,,,,,,
2014-01-18,0.0,0.0,0.0,0.0,0.0,0.0,31078649998.9986,0.0,,,,,,,,,
2014-01-19,0.0,0.0,0.0,0.0,0.0,0.0,31818663408.9986,0.0,,,,,,,,,
2014-01-20,0.0,0.0,0.0,0.0,0.0,0.0,32550810372.9986,0.0,,,,,,,,,
2014-01-21,0.0,0.0,0.0,0.0,0.0,0.0,33321929373.9986,0.0,,,,,,,,,
2014-01-22,0.0,0.0,0.0,0.0,0.0,0.0,34022687323.9986,0.0,,,,,,,,,
2014-01-23,0.0,0.0,0.0,0.0,0.0,0.0,34738545368.9986,0.0,,,,,,,,,
2014-01-24,0.0,0.0,0.0,0.0,0.0,0.0,35457081818.9986,0.0,,,,,,,,,
2014-01-25,0.0,0.0,0.0,0.0,0.0,0.0,36155549142.9986,0.0,,,,,,,,,
2014-01-26,0.0,0.0,0.0,0.0,0.0,0.0,36849599091.9986,0.0,,,,,,,,,
2014-01-27,0.0,0.0,0.0,0.0,0.0,0.0,37567383380.9986,0.0,,,,,,,,,
2014-01-28,0.0,0.0,0.0,0.0,0.0,0.0,38249277680.9987,0.0,,,,,,,,,
2014-01-29,0.0,0.0,0.0,0.0,0.0,0.0,38971072537.9986,0.0,,,,,,,,,
2014-01-30,0.0,0.0,0.0,0.0,0.0,0.0,39728008081.9986,0.0,,,,,,,,,
2014-01-31,0.0,0.0,0.0,0.0,0.0,0.0,40454490090.9986,0.0,,,,,,,,,
2014-02-01,0.002,0.002,0.001999,0.001999,1430.5,2.861,41166330978.9986,82291495.62701818,inf,inf,inf,,,,,,
2014-02-02,0.001999,0.001999,0.001999,0.001999,1308.65,2.616,41858333785.9986,83674809.23821118,0.0,-0.0890279620117289,0.016670198771853693,,,,,,
2014-02-03,0.001999,0.001999,0.00182,0.00182,11005.0,20.21,42570812473.9986,77478878.70267744,-0.093810554429559,2.129353643482126,-0.07693260095369028,,,,,,
2014-02-04,0.00182,0.0019,0.000982,0.0019,1855.34,3.477,43297591737.9986,82265424.30219734,0.04301738508369086,-1.7802817473045913,0.05994553522722662,,,,,,
2014-02-05,0.0019,0.0019,0.00124,0.00189,4609.0,5.722,44012871434.9987,83184327.01214755,-0.005277057100843781,0.9099429460645376,0.011108051250077907,,,,,,
2014-02-06,0.00189,0.00189,0.001,0.00189,1049.28,1.372,44759536917.9986,84595524.77501735,0.0,-1.4799066990642251,0.01682241374844162,0.05012481624581844,,,,,
2014-02-07,0.00189,0.00189,0.00188,0.00188,1.0,0.00188,45476631642.9986,85496067.48883736,-0.005305052229693229,-6.955859493656299,0.01058901402980284,0.049883668384812736,,,-0.0048225573912458585,,
2014-02-08,0.00188,0.001999,0.001,0.001,9167.13,17.52,46199736686.9986,46199736.6869986,-0.6312717768418579,9.12337953916372,-0.6154962819465045,0.2866572481030647,,,1.7485935822753322,,
2014-02-09,0.001,0.0019,0.001,0.001,3081.11,3.139,46909071700.9985,46909071.7009985,0.0,-1.0903343385104474,0.015236984552433547,0.28114265280679157,,,-0.019425042833755946,,
2014-02-10,0.001,0.002,0.001,0.00115,15227.09,19.91,47662812211.9985,54812234.04379827,0.13976194237515863,1.5977861567236145,0.1557023348037766,0.30360360423753346,,,0.07686071536462724,,
2014-02-11,0.00115,0.0018,0.00031,0.0015,24461.91,32.18,48356259842.9985,72534389.76449774,0.2657031657330057,0.4740411354877885,0.2801473729634575,0.345680939277798,0.23359394693805605,,0.12979329169257275,,
2014-02-12,0.0015,0.0018,3.3e-05,3.3e-05,30875.21,23.34,49082468919.9986,1619721.4743599538,-3.8167128256238203,0.23283638266190507,-3.8018065859202035,1.7166493271693082,1.2194007680448156,,1.602613395451877,1.652530504790104,
2014-02-13,3.3e-05,0.0018,3.3e-05,0.0017,18834.37,29.03,49801232358.9985,84662095.01029745,3.9418759685778273,-0.4942702043272494,3.956413775895923,2.7449727343629804,1.8437811337870011,,0.4693968167969117,0.4134588627391116,
2014-02-14,0.0017,0.0017,0.0015,0.0015,98.0,0.147,50176351855.9985,75264527.78399774,-0.1251631429540059,-5.258471192528757,-0.11765903570351025,2.746752625343483,1.844043034319858,,0.000648208322974149,0.0001420352605539806,
2014-02-15,0.0015,0.0015,0.0005,0.0005,1821.19,0.9106,50526877304.9986,25263438.6524993,-1.09861228866811,2.9222779338898492,-1.0916507072458734,2.795538783891501,1.8749857746587384,,0.017605504676806997,0.016640610199179836,
2014-02-16,0.0005,0.00439,0.0005,0.00185,18045.5,41.94,50878795056.9985,94125770.85544722,1.308332819650179,2.2934062126391055,1.3152736377839878,2.873640371760625,1.9301309828726827,,0.02755479314477958,0.028986794842438535,
2014-02-17,0.00185,0.002,0.00185,0.002,537.02,1.007,51222672003.9986,102445344.0079972,0.07796154146971192,-3.514616287436341,0.08469755138511977,1.943553588010272,1.930295408005876,,-0.391061604349197,8.518495971402231e-05,
2014-02-18,0.002,0.002,0.002,0.002,0.0,0.0,51604798277.9987,103209596.5559974,0.0,-inf,0.007432411436918347,0.8566132531078143,1.9174113555765977,,-0.8192867860333812,-0.006697028321147131,
2014-02-19,0.002,0.002,0.0007503,0.0007503,111.09,0.08335,51958248307.9987,38984273.70549142,-0.9804293329903994,inf,-0.9736035121213872,0.9733991541662075,1.9461994483070526,,0.1278076916316914,0.014902445907918055,
2014-02-20,0.0007503,0.0019,0.0007503,0.0019,2630.0,4.997,52309792084.9986,99388604.96149734,0.9291360386028488,3.164398441578179,0.9358791423902737,0.8924548524302811,1.9696597134902403,,-0.08681830158915838,0.011982323626857087,
2014-02-21,0.0019,0.0019,0.000197,0.001599,17716.41,11.98,52672557213.9986,84223418.98518375,-0.17247545232057768,1.907507482525138,-0.16556445108494203,0.681195509857528,1.9692069817448115,,-0.2701265696138074,-0.00022987919239313959,
2014-02-22,0.001599,0.001599,0.0007,0.0007,629.24,0.4405,53040542546.9987,37128379.78289909,-0.8260533777905494,-3.337733865742643,-0.8190913868894402,0.7609569832148162,1.4937804252843199,,0.11072747235982996,-0.276320809486881,
2014-02-23,0.0007,0.0007,0.000155,0.000155,75.0,0.01163,53395758097.9987,8276342.505189799,-1.507655218124158,-2.1270246284179937,-1.5009804865214134,0.9356192608323818,0.892967377691863,,0.20663179150015634,-0.5145153347944748,
2014-02-24,0.000155,0.000155,0.000155,0.000155,0.0,0.0,53744326540.9987,8330370.613854799,0.0,-inf,0.006506802267237453,0.9152887405953978,0.8956212213662137,,-0.021969042120120304,0.002967530513478004,
2014-02-25,0.000155,0.000155,0.000155,0.000155,0.0,0.0,54105839875.9987,8386405.180779799,0.0,,0.006704017267521974,0.6574466755227317,0.8426359097679317,,-0.330875920091655,-0.06098261313430994,
2014-02-26,0.000155,0.00189,0.000155,0.00189,405.89,0.7671,54478875684.9987,102965075.04464754,2.5009069911344413,inf,2.5077778895778025,1.5169321966825424,1.1090656577358027,,0.836081623792418,0.2747382236002737,
2014-02-27,0.00189,0.00198,0.00189,0.00198,1.0,0.00198,54835485764.9986,108574261.81469722,0.04652001563489291,-6.006082186931351,0.053044526052742666,1.4416569522951987,1.1088713714505032,,-0.05089689030601571,-0.0001751954931449941,
2014-02-28,0.00198,0.00198,0.001,0.001,2000.0,2.0,55191726601.9986,55191726.6019986,-0.6830968447064438,7.600902459542082,-0.6766213178949783,1.2276171836908492,1.1296483014433119,,-0.1607180719420748,0.01856363104572109,
